sampleid,x,y
8027,312,1
8028,757,1
8029,20,1
8030,753,1
8031,525,1
8032,668,1
8033,569,1
8034,282,1
8035,318,1
8036,537,1
8037,357,1
8038,217,1
8039,23,1
8040,710,1
8041,346,1
8042,816,1
8043,712,1
8044,766,1
8045,205,1
8046,553,1
8047,777,1
8048,142,1
8049,848,1
8050,879,1
8051,650,1
8052,105,1
8053,515,1
8054,773,1
8055,44,1
8056,631,1
8057,799,1
8058,1012,0
8059,861,1
8060,1007,0
8061,140,1
8062,294,1
8063,687,1
8064,3,1
8065,124,1
8066,857,1
8067,516,1
8068,83,1
8069,910,1
8070,885,1
8071,524,1
8072,888,1
8073,902,1
8074,734,1
8075,927,1
8076,744,1
8077,810,1
8078,487,1
8079,212,1
8080,148,1
8081,796,1
8082,813,1
8083,788,1
8084,88,1
8085,113,1
8086,317,1
8087,767,1
8088,759,1
8089,1021,0
8090,599,1
8091,339,1
8092,344,1
8093,291,1
8094,869,1
8095,593,1
8096,287,1
8097,68,1
8098,552,1
8099,478,1
8100,83,1
8101,716,1
8102,909,1
8103,237,1
8104,887,1
8105,757,1
8106,0,1
8107,53,1
8108,12,1
8109,667,1
8110,197,1
8111,706,1
8112,342,1
8113,712,1
8114,279,1
8115,105,1
8116,887,1
8117,501,1
8118,312,1
8119,643,1
8120,66,1
8121,270,1
8122,965,1
8123,325,1
8124,42,1
8125,174,1
8126,476,1
8127,561,1
8128,743,1
8129,39,1
8130,317,1
8131,240,1
8132,876,1
8133,939,1
8134,735,1
8135,266,1
8136,592,1
8137,446,1
8138,179,1
8139,618,1
8140,119,1
8141,859,1
8142,124,1
8143,241,1
8144,692,1
8145,707,1
8146,831,1
8147,330,1
8148,664,1
8149,981,1
8150,146,1
8151,829,1
8152,208,1
8153,855,1
8154,859,1
8155,847,1
8156,646,1
8157,659,1
8158,187,1
8159,468,1
8160,202,1
8161,887,1
8162,313,1
8163,546,1
8164,645,1
8165,943,1
8166,443,1
8167,61,1
8168,759,1
8169,170,1
8170,148,1
8171,160,1
8172,847,1
8173,124,1
8174,353,1
8175,220,1
8176,963,1
8177,381,1
8178,555,1
8179,413,1
8180,349,1
8181,422,1
8182,403,1
8183,941,1
8184,795,1
8185,366,1
8186,498,1
8187,665,1
8188,544,1
8189,677,1
8190,314,1
8191,909,1
8192,658,1
8193,509,1
8194,674,1
8195,291,1
8196,954,1
8197,709,1
8198,794,1
8199,534,1
8200,978,1
8201,952,1
8202,549,1
8203,136,1
8204,888,1
8205,67,1
8206,457,1
8207,499,1
8208,187,1
8209,514,1
8210,910,1
8211,403,1
8212,825,1
8213,646,1
8214,153,1
8215,715,1
8216,439,1
8217,173,1
8218,998,1
8219,486,1
8220,96,1
8221,1025,0
8222,795,1
8223,248,1
8224,149,1
8225,510,1
8226,458,1
8227,109,1
8228,488,1
8229,318,1
8230,46,1
8231,117,1
8232,950,1
8233,98,1
8234,494,1
8235,866,1
8236,456,1
8237,959,1
8238,843,1
8239,136,1
8240,112,1
8241,981,1
8242,239,1
8243,336,1
8244,230,1
8245,214,1
8246,95,1
8247,733,1
8248,991,1
8249,515,1
8250,346,1
8251,140,1
8252,248,1
8253,710,1
8254,964,1
8255,207,1
8256,587,1
8257,209,1
8258,313,1
8259,426,1
8260,165,1
8261,776,1
8262,302,1
8263,761,1
8264,940,1
8265,987,1
8266,597,1
8267,1004,0
8268,39,1
8269,958,1
8270,58,1
8271,813,1
8272,395,1
8273,588,1
8274,640,1
8275,47,1
8276,895,1
8277,607,1
8278,290,1
8279,57,1
8280,48,1
8281,283,1
8282,140,1
8283,936,1
8284,212,1
8285,121,1
8286,435,1
8287,286,1
8288,955,1
8289,579,1
8290,408,1
8291,760,1
8292,263,1
8293,303,1
8294,902,1
8295,927,1
8296,708,1
8297,7,1
8298,53,1
8299,258,1
8300,94,1
8301,505,1
8302,1003,0
8303,407,1
8304,664,1
8305,825,1
8306,642,1
8307,924,1
8308,832,1
8309,207,1
8310,202,1
8311,417,1
8312,164,1
8313,928,1
8314,645,1
8315,526,1
8316,853,1
8317,534,1
8318,954,1
8319,953,1
8320,352,1
8321,892,1
8322,719,1
8323,353,1
8324,299,1
8325,505,1
8326,935,1
8327,1012,0
8328,449,1
8329,913,1
8330,772,1
8331,162,1
8332,767,1
8333,385,1
8334,706,1
8335,1013,0
8336,546,1
8337,261,1
8338,772,1
8339,669,1
8340,393,1
8341,265,1
8342,240,1
8343,514,1
8344,562,1
8345,158,1
8346,1008,0
8347,172,1
8348,822,1
8349,494,1
8350,65,1
8351,714,1
8352,149,1
8353,823,1
8354,724,1
8355,115,1
8356,7,1
8357,91,1
8358,638,1
8359,612,1
8360,264,1
8361,993,1
8362,986,1
8363,182,1
8364,453,1
8365,60,1
8366,591,1
8367,42,1
8368,681,1
8369,659,1
8370,681,1
8371,183,1
8372,76,1
8373,399,1
8374,457,1
8375,455,1
8376,517,1
8377,184,1
8378,885,1
8379,51,1
8380,788,1
8381,601,1
8382,1014,0
8383,845,1
8384,397,1
8385,724,1
8386,328,1
8387,207,1
8388,97,1
8389,216,1
8390,876,1
8391,926,1
8392,779,1
8393,736,1
8394,359,1
8395,141,1
8396,702,1
8397,423,1
8398,729,1
8399,77,1
8400,525,1
8401,140,1
8402,713,1
8403,200,1
8404,528,1
8405,722,1
8406,261,1
8407,427,1
8408,908,1
8409,289,1
8410,71,1
8411,868,1
8412,173,1
8413,118,1
8414,398,1
8415,233,1
8416,293,1
8417,584,1
8418,303,1
8419,544,1
8420,825,1
8421,493,1
8422,86,1
8423,657,1
8424,807,1
8425,274,1
8426,786,1
8427,657,1
8428,489,1
8429,381,1
8430,101,1
8431,1022,0
8432,875,1
8433,122,1
8434,619,1
8435,313,1
8436,827,1
8437,919,1
8438,113,1
8439,992,1
8440,715,1
8441,782,1
8442,427,1
8443,512,1
8444,135,1
8445,252,1
8446,495,1
8447,289,1
8448,727,1
8449,933,1
8450,742,1
8451,9,1
8452,327,1
8453,280,1
8454,55,1
8455,163,1
8456,747,1
8457,143,1
8458,670,1
8459,765,1
8460,35,1
8461,363,1
8462,819,1
8463,422,1
8464,53,1
8465,703,1
8466,866,1
8467,953,1
8468,622,1
8469,495,1
8470,939,1
8471,23,1
8472,128,1
8473,922,1
8474,584,1
8475,53,1
8476,281,1
8477,896,1
8478,235,1
8479,608,1
8480,45,1
8481,213,1
8482,89,1
8483,835,1
8484,144,1
8485,354,1
8486,846,1
8487,201,1
8488,570,1
8489,99,1
8490,322,1
8491,298,1
8492,911,1
8493,201,1
8494,832,1
8495,217,1
8496,501,1
8497,535,1
8498,952,1
8499,814,1
8500,983,1
8501,518,1
8502,112,1
8503,164,1
8504,205,1
8505,553,1
8506,494,1
8507,815,1
8508,466,1
8509,831,1
8510,503,1
8511,44,1
8512,162,1
8513,88,1
8514,784,1
8515,585,1
8516,83,1
8517,342,1
8518,730,1
8519,941,1
8520,901,1
8521,574,1
8522,529,1
8523,397,1
8524,311,1
8525,363,1
8526,600,1
8527,855,1
8528,473,1
8529,922,1
8530,863,1
8531,232,1
8532,945,1
8533,996,1
8534,136,1
8535,540,1
8536,193,1
8537,806,1
8538,915,1
8539,466,1
8540,503,1
8541,329,1
8542,24,1
8543,59,1
8544,637,1
8545,256,1
8546,373,1
8547,550,1
8548,572,1
8549,511,1
8550,120,1
8551,591,1
8552,906,1
8553,95,1
8554,848,1
8555,623,1
8556,168,1
8557,39,1
8558,505,1
8559,495,1
8560,971,1
8561,728,1
8562,127,1
8563,102,1
8564,295,1
8565,319,1
8566,564,1
8567,771,1
8568,227,1
8569,946,1
8570,180,1
8571,1009,0
8572,822,1
8573,306,1
8574,481,1
8575,128,1
8576,83,1
8577,1000,1
8578,761,1
8579,685,1
8580,955,1
8581,249,1
8582,594,1
8583,191,1
8584,209,1
8585,957,1
8586,38,1
8587,196,1
8588,621,1
8589,527,1
8590,832,1
8591,525,1
8592,182,1
8593,985,1
8594,206,1
8595,423,1
8596,940,1
8597,447,1
8598,135,1
8599,721,1
8600,314,1
8601,1001,0
8602,625,1
8603,53,1
8604,402,1
8605,944,1
8606,16,1
8607,344,1
8608,179,1
8609,586,1
8610,485,1
8611,548,1
8612,753,1
8613,599,1
8614,312,1
8615,652,1
8616,601,1
8617,363,1
8618,436,1
8619,526,1
8620,454,1
8621,123,1
8622,744,1
8623,589,1
8624,295,1
8625,174,1
8626,353,1
8627,485,1
8628,473,1
8629,410,1
8630,739,1
8631,571,1
8632,257,1
8633,77,1
8634,406,1
8635,694,1
8636,285,1
8637,217,1
8638,336,1
8639,552,1
8640,817,1
8641,215,1
8642,522,1
8643,806,1
8644,986,1
8645,715,1
8646,505,1
8647,636,1
8648,511,1
8649,176,1
8650,947,1
8651,769,1
8652,117,1
8653,586,1
8654,800,1
8655,733,1
8656,480,1
8657,64,1
8658,277,1
8659,784,1
8660,291,1
8661,478,1
8662,414,1
8663,31,1
8664,571,1
8665,467,1
8666,177,1
8667,911,1
8668,636,1
8669,1003,0
8670,327,1
8671,27,1
8672,878,1
8673,860,1
8674,434,1
8675,169,1
8676,950,1
8677,712,1
8678,134,1
8679,177,1
8680,421,1
8681,625,1
8682,137,1
8683,684,1
8684,950,1
8685,572,1
8686,167,1
8687,5,1
8688,399,1
8689,546,1
8690,345,1
8691,615,1
8692,923,1
8693,759,1
8694,499,1
8695,249,1
8696,968,1
8697,638,1
8698,717,1
8699,971,1
8700,213,1
8701,713,1
8702,361,1
8703,328,1
8704,729,1
8705,201,1
8706,145,1
8707,470,1
8708,237,1
8709,516,1
8710,111,1
8711,204,1
8712,958,1
8713,728,1
8714,695,1
8715,252,1
8716,435,1
8717,21,1
8718,543,1
8719,741,1
8720,368,1
8721,466,1
8722,816,1
8723,254,1
8724,68,1
8725,561,1
8726,655,1
8727,142,1
8728,593,1
8729,750,1
8730,975,1
8731,376,1
8732,40,1
8733,528,1
8734,120,1
8735,109,1
8736,880,1
8737,461,1
8738,516,1
8739,7,1
8740,879,1
8741,340,1
8742,727,1
8743,529,1
8744,603,1
8745,916,1
8746,779,1
8747,849,1
8748,862,1
8749,920,1
8750,685,1
8751,695,1
8752,131,1
8753,210,1
8754,501,1
8755,458,1
8756,326,1
8757,381,1
8758,908,1
8759,639,1
8760,850,1
8761,370,1
8762,584,1
8763,571,1
8764,21,1
8765,791,1
8766,46,1
8767,612,1
8768,941,1
8769,924,1
8770,588,1
8771,714,1
8772,617,1
8773,456,1
8774,748,1
8775,483,1
8776,297,1
8777,506,1
8778,508,1
8779,418,1
8780,550,1
8781,848,1
8782,59,1
8783,210,1
8784,647,1
8785,935,1
8786,615,1
8787,597,1
8788,187,1
8789,687,1
8790,481,1
8791,649,1
8792,743,1
8793,497,1
8794,894,1
8795,942,1
8796,228,1
8797,533,1
8798,725,1
8799,634,1
8800,804,1
8801,60,1
8802,383,1
8803,280,1
8804,463,1
8805,441,1
8806,937,1
8807,253,1
8808,515,1
8809,1000,1
8810,100,1
8811,90,1
8812,536,1
8813,531,1
8814,280,1
8815,135,1
8816,211,1
8817,237,1
8818,782,1
8819,218,1
8820,129,1
8821,581,1
8822,862,1
8823,1016,0
8824,872,1
8825,119,1
8826,934,1
8827,202,1
8828,310,1
8829,641,1
8830,928,1
8831,219,1
8832,108,1
8833,481,1
8834,7,1
8835,550,1
8836,701,1
8837,1005,0
8838,83,1
8839,937,1
8840,440,1
8841,624,1
8842,380,1
8843,747,1
8844,613,1
8845,867,1
8846,978,1
8847,214,1
8848,888,1
8849,765,1
8850,818,1
8851,809,1
8852,563,1
8853,12,1
8854,294,1
8855,461,1
8856,185,1
8857,429,1
8858,553,1
8859,45,1
8860,547,1
8861,779,1
8862,850,1
8863,125,1
8864,936,1
8865,785,1
8866,576,1
8867,851,1
8868,935,1
8869,104,1
8870,867,1
8871,177,1
8872,325,1
8873,823,1
8874,504,1
8875,440,1
8876,27,1
8877,97,1
8878,541,1
8879,263,1
8880,830,1
8881,846,1
8882,829,1
8883,742,1
8884,242,1
8885,158,1
8886,593,1
8887,641,1
8888,96,1
8889,340,1
8890,62,1
8891,311,1
8892,11,1
8893,459,1
8894,819,1
8895,754,1
8896,807,1
8897,234,1
8898,635,1
8899,413,1
8900,181,1
8901,189,1
8902,553,1
8903,81,1
8904,13,1
8905,646,1
8906,782,1
8907,912,1
8908,84,1
8909,857,1
8910,93,1
8911,980,1
8912,748,1
8913,893,1
8914,4,1
8915,170,1
8916,578,1
8917,443,1
8918,496,1
8919,868,1
8920,141,1
8921,960,1
8922,642,1
8923,3,1
8924,407,1
8925,363,1
8926,622,1
8927,624,1
8928,249,1
8929,74,1
8930,221,1
8931,882,1
8932,601,1
8933,824,1
8934,393,1
8935,1021,0
8936,543,1
8937,415,1
8938,762,1
8939,322,1
8940,801,1
8941,681,1
8942,287,1
8943,191,1
8944,773,1
8945,599,1
8946,147,1
8947,270,1
8948,446,1
8949,102,1
8950,354,1
8951,189,1
8952,614,1
8953,609,1
8954,893,1
8955,625,1
8956,55,1
8957,402,1
8958,652,1
8959,903,1
8960,637,1
8961,823,1
8962,497,1
8963,407,1
8964,856,1
8965,922,1
8966,286,1
8967,230,1
8968,970,1
8969,216,1
8970,266,1
8971,595,1
8972,516,1
8973,161,1
8974,489,1
8975,1001,0
8976,20,1
8977,168,1
8978,133,1
8979,775,1
8980,392,1
8981,920,1
8982,752,1
8983,378,1
8984,630,1
8985,547,1
8986,670,1
8987,731,1
8988,458,1
8989,1005,0
8990,729,1
8991,131,1
8992,297,1
8993,3,1
8994,347,1
8995,192,1
8996,165,1
8997,485,1
8998,686,1
8999,259,1
9000,511,1
9001,690,1
9002,809,1
9003,733,1
9004,236,1
9005,160,1
9006,392,1
9007,678,1
9008,536,1
9009,686,1
9010,830,1
9011,361,1
9012,373,1
9013,195,1
9014,918,1
9015,513,1
9016,101,1
9017,415,1
9018,945,1
9019,864,1
9020,166,1
9021,849,1
9022,445,1
9023,764,1
9024,783,1
9025,490,1
9026,344,1
9027,845,1
9028,663,1
9029,938,1
9030,629,1
9031,765,1
9032,24,1
9033,269,1
9034,647,1
9035,666,1
9036,291,1
9037,27,1
9038,290,1
9039,983,1
9040,810,1
9041,952,1
9042,546,1
9043,916,1
9044,935,1
9045,992,1
9046,331,1
9047,772,1
9048,1022,0
9049,229,1
9050,501,1
9051,835,1
9052,958,1
9053,102,1
9054,344,1
9055,616,1
9056,839,1
9057,760,1
9058,229,1
9059,364,1
9060,228,1
9061,335,1
9062,720,1
9063,443,1
9064,455,1
9065,116,1
9066,374,1
9067,1014,0
9068,31,1
9069,397,1
9070,654,1
9071,959,1
9072,656,1
9073,351,1
9074,220,1
9075,850,1
9076,715,1
9077,560,1
9078,424,1
9079,38,1
9080,567,1
9081,388,1
9082,18,1
9083,178,1
9084,598,1
9085,948,1
9086,238,1
9087,450,1
9088,899,1
9089,390,1
9090,410,1
9091,331,1
9092,751,1
9093,417,1
9094,18,1
9095,135,1
9096,553,1
9097,647,1
9098,833,1
9099,59,1
9100,481,1
9101,281,1
9102,923,1
9103,878,1
9104,90,1
9105,590,1
9106,112,1
9107,1018,0
9108,233,1
9109,219,1
9110,618,1
9111,701,1
9112,188,1
9113,140,1
9114,408,1
9115,468,1
9116,76,1
9117,500,1
9118,487,1
9119,527,1
9120,636,1
9121,36,1
9122,853,1
9123,185,1
9124,933,1
9125,699,1
9126,649,1
9127,844,1
9128,882,1
9129,322,1
9130,71,1
9131,138,1
9132,374,1
9133,815,1
9134,177,1
9135,838,1
9136,557,1
9137,857,1
9138,591,1
9139,491,1
9140,774,1
9141,243,1
9142,509,1
9143,176,1
9144,545,1
9145,896,1
9146,962,1
9147,16,1
9148,886,1
9149,3,1
9150,113,1
9151,649,1
9152,277,1
9153,770,1
9154,44,1
9155,117,1
9156,54,1
9157,198,1
9158,621,1
9159,74,1
9160,231,1
9161,539,1
9162,997,1
9163,974,1
9164,662,1
9165,266,1
9166,371,1
9167,355,1
9168,361,1
9169,982,1
9170,721,1
9171,77,1
9172,659,1
9173,624,1
9174,535,1
9175,776,1
9176,418,1
9177,224,1
9178,535,1
9179,603,1
9180,275,1
9181,53,1
9182,934,1
9183,860,1
9184,981,1
9185,68,1
9186,54,1
9187,64,1
9188,135,1
9189,713,1
9190,282,1
9191,972,1
9192,260,1
9193,903,1
9194,225,1
9195,287,1
9196,207,1
9197,76,1
9198,416,1
9199,285,1
9200,543,1
9201,215,1
9202,137,1
9203,577,1
9204,1012,0
9205,869,1
9206,177,1
9207,3,1
9208,239,1
9209,44,1
9210,304,1
9211,558,1
9212,549,1
9213,106,1
9214,51,1
9215,988,1
9216,493,1
9217,167,1
9218,886,1
9219,38,1
9220,588,1
9221,335,1
9222,258,1
9223,105,1
9224,609,1
9225,813,1
9226,822,1
9227,47,1
9228,42,1
9229,769,1
9230,935,1
9231,37,1
9232,86,1
9233,607,1
9234,458,1
9235,884,1
9236,674,1
9237,590,1
9238,353,1
9239,122,1
9240,924,1
9241,293,1
9242,1012,0
9243,463,1
9244,663,1
9245,117,1
9246,682,1
9247,872,1
9248,466,1
9249,310,1
9250,74,1
9251,106,1
9252,765,1
9253,997,1
9254,257,1
9255,64,1
9256,681,1
9257,218,1
9258,973,1
9259,290,1
9260,505,1
9261,516,1
9262,166,1
9263,801,1
9264,526,1
9265,808,1
9266,307,1
9267,477,1
9268,428,1
9269,223,1
9270,787,1
9271,782,1
9272,70,1
9273,907,1
9274,776,1
9275,327,1
9276,617,1
9277,590,1
9278,19,1
9279,183,1
9280,65,1
9281,43,1
9282,891,1
9283,621,1
9284,674,1
9285,847,1
9286,910,1
9287,415,1
9288,974,1
9289,16,1
9290,637,1
9291,314,1
9292,245,1
9293,327,1
9294,694,1
9295,91,1
9296,10,1
9297,53,1
9298,134,1
9299,280,1
9300,7,1
9301,514,1
9302,139,1
9303,98,1
9304,982,1
9305,523,1
9306,830,1
9307,480,1
9308,188,1
9309,417,1
9310,557,1
9311,577,1
9312,933,1
9313,776,1
9314,544,1
9315,776,1
9316,425,1
9317,229,1
9318,663,1
9319,410,1
9320,581,1
9321,216,1
9322,1000,1
9323,333,1
9324,285,1
9325,931,1
9326,773,1
9327,776,1
9328,67,1
9329,276,1
9330,75,1
9331,852,1
9332,673,1
9333,318,1
9334,450,1
9335,504,1
9336,156,1
9337,315,1
9338,326,1
9339,434,1
9340,400,1
9341,543,1
9342,41,1
9343,66,1
9344,380,1
9345,47,1
9346,285,1
9347,47,1
9348,298,1
9349,978,1
9350,392,1
9351,627,1
9352,355,1
9353,132,1
9354,620,1
9355,532,1
9356,643,1
9357,389,1
9358,654,1
9359,335,1
9360,824,1
9361,485,1
9362,969,1
9363,558,1
9364,198,1
9365,946,1
9366,574,1
9367,674,1
9368,489,1
9369,262,1
9370,172,1
9371,147,1
9372,482,1
9373,145,1
9374,598,1
9375,412,1
9376,321,1
9377,377,1
9378,733,1
9379,924,1
9380,22,1
9381,1021,0
9382,234,1
9383,735,1
9384,852,1
9385,354,1
9386,165,1
9387,502,1
9388,956,1
9389,688,1
9390,834,1
9391,966,1
9392,135,1
9393,756,1
9394,424,1
9395,949,1
9396,561,1
9397,371,1
9398,346,1
9399,61,1
9400,977,1
9401,524,1
9402,187,1
9403,120,1
9404,662,1
9405,868,1
9406,284,1
9407,15,1
9408,541,1
9409,718,1
9410,343,1
9411,714,1
9412,175,1
9413,750,1
9414,244,1
9415,47,1
9416,497,1
9417,11,1
9418,643,1
9419,571,1
9420,756,1
9421,717,1
9422,860,1
9423,435,1
9424,990,1
9425,4,1
9426,875,1
9427,299,1
9428,806,1
9429,1019,0
9430,901,1
9431,376,1
9432,220,1
9433,284,1
9434,317,1
9435,234,1
9436,126,1
9437,704,1
9438,653,1
9439,275,1
9440,908,1
9441,834,1
9442,795,1
9443,529,1
9444,955,1
9445,153,1
9446,469,1
9447,165,1
9448,116,1
9449,898,1
9450,960,1
9451,948,1
9452,768,1
9453,97,1
9454,444,1
9455,182,1
9456,1008,0
9457,278,1
9458,637,1
9459,762,1
9460,493,1
9461,100,1
9462,213,1
9463,831,1
9464,418,1
9465,496,1
9466,11,1
9467,829,1
9468,145,1
9469,883,1
9470,369,1
9471,80,1
9472,686,1
9473,233,1
9474,520,1
9475,1013,0
9476,737,1
9477,803,1
9478,342,1
9479,711,1
9480,647,1
9481,1009,0
9482,687,1
9483,547,1
9484,583,1
9485,52,1
9486,819,1
9487,876,1
9488,868,1
9489,329,1
9490,533,1
9491,598,1
9492,629,1
9493,912,1
9494,58,1
9495,318,1
9496,308,1
9497,377,1
9498,185,1
9499,223,1
9500,41,1
9501,666,1
9502,616,1
9503,770,1
9504,375,1
9505,494,1
9506,625,1
9507,517,1
9508,23,1
9509,526,1
9510,579,1
9511,776,1
9512,842,1
9513,833,1
9514,174,1
9515,868,1
9516,920,1
9517,527,1
9518,919,1
9519,392,1
9520,30,1
9521,678,1
9522,492,1
9523,207,1
9524,385,1
9525,637,1
9526,385,1
9527,284,1
9528,916,1
9529,117,1
9530,269,1
9531,147,1
9532,226,1
9533,385,1
9534,801,1
9535,379,1
9536,451,1
9537,405,1
9538,613,1
9539,301,1
9540,561,1
9541,537,1
9542,651,1
9543,684,1
9544,491,1
9545,192,1
9546,207,1
9547,721,1
9548,333,1
9549,252,1
9550,611,1
9551,634,1
9552,595,1
9553,332,1
9554,554,1
9555,383,1
9556,331,1
9557,389,1
9558,26,1
9559,975,1
9560,760,1
9561,213,1
9562,687,1
9563,116,1
9564,831,1
9565,345,1
9566,877,1
9567,878,1
9568,318,1
9569,921,1
9570,147,1
9571,222,1
9572,42,1
9573,1005,0
9574,636,1
9575,903,1
9576,989,1
9577,561,1
9578,176,1
9579,245,1
9580,802,1
9581,865,1
9582,333,1
9583,551,1
9584,301,1
9585,128,1
9586,989,1
9587,930,1
9588,20,1
9589,693,1
9590,191,1
9591,895,1
9592,730,1
9593,606,1
9594,454,1
9595,92,1
9596,975,1
9597,812,1
9598,275,1
9599,981,1
9600,130,1
9601,142,1
9602,803,1
9603,25,1
9604,123,1
9605,556,1
9606,404,1
9607,431,1
9608,723,1
9609,623,1
9610,5,1
9611,437,1
9612,489,1
9613,975,1
9614,711,1
9615,1009,0
9616,235,1
9617,190,1
9618,481,1
9619,638,1
9620,947,1
9621,500,1
9622,92,1
9623,661,1
9624,835,1
9625,802,1
9626,69,1
9627,566,1
9628,854,1
9629,944,1
9630,852,1
9631,620,1
9632,467,1
9633,317,1
9634,54,1
9635,771,1
9636,615,1
9637,1006,0
9638,568,1
9639,671,1
9640,283,1
9641,60,1
9642,356,1
9643,98,1
9644,117,1
9645,449,1
9646,504,1
9647,887,1
9648,351,1
9649,747,1
9650,481,1
9651,6,1
9652,499,1
9653,875,1
9654,252,1
9655,69,1
9656,805,1
9657,445,1
9658,429,1
9659,140,1
9660,114,1
9661,466,1
9662,993,1
9663,1018,0
9664,321,1
9665,299,1
9666,23,1
9667,146,1
9668,867,1
9669,762,1
9670,522,1
9671,423,1
9672,703,1
9673,931,1
9674,716,1
9675,815,1
9676,1008,0
9677,684,1
9678,870,1
9679,829,1
9680,286,1
9681,660,1
9682,580,1
9683,105,1
9684,952,1
9685,231,1
9686,43,1
9687,251,1
9688,907,1
9689,875,1
9690,173,1
9691,801,1
9692,913,1
9693,84,1
9694,565,1
9695,697,1
9696,161,1
9697,202,1
9698,509,1
9699,82,1
9700,225,1
9701,273,1
9702,674,1
9703,316,1
9704,804,1
9705,183,1
9706,713,1
9707,422,1
9708,167,1
9709,420,1
9710,536,1
9711,705,1
9712,627,1
9713,776,1
9714,772,1
9715,152,1
9716,748,1
9717,501,1
9718,745,1
9719,528,1
9720,1012,0
9721,752,1
9722,151,1
9723,317,1
9724,319,1
9725,661,1
9726,802,1
9727,593,1
9728,919,1
9729,226,1
9730,985,1
9731,760,1
9732,552,1
9733,591,1
9734,369,1
9735,101,1
9736,136,1
9737,991,1
9738,74,1
9739,300,1
9740,688,1
9741,680,1
9742,2,1
9743,144,1
9744,644,1
9745,675,1
9746,180,1
9747,918,1
9748,540,1
9749,690,1
9750,579,1
9751,1003,0
9752,631,1
9753,967,1
9754,371,1
9755,412,1
9756,149,1
9757,380,1
9758,551,1
9759,687,1
9760,740,1
9761,824,1
9762,928,1
9763,620,1
9764,901,1
9765,1019,0
9766,56,1
9767,297,1
9768,685,1
9769,422,1
9770,191,1
9771,779,1
9772,410,1
9773,515,1
9774,128,1
9775,210,1
9776,229,1
9777,486,1
9778,977,1
9779,518,1
9780,711,1
9781,108,1
9782,60,1
9783,255,1
9784,117,1
9785,784,1
9786,800,1
9787,263,1
9788,269,1
9789,346,1
9790,971,1
9791,562,1
9792,251,1
9793,9,1
9794,151,1
9795,871,1
9796,988,1
9797,217,1
9798,384,1
9799,782,1
9800,276,1
9801,274,1
9802,380,1
9803,872,1
9804,6,1
9805,845,1
9806,671,1
9807,700,1
9808,531,1
9809,641,1
9810,483,1
9811,482,1
9812,583,1
9813,722,1
9814,804,1
9815,523,1
9816,772,1
9817,308,1
9818,337,1
9819,574,1
9820,279,1
9821,73,1
9822,194,1
9823,40,1
9824,852,1
9825,370,1
9826,714,1
9827,989,1
9828,720,1
9829,691,1
9830,19,1
9831,334,1
9832,996,1
9833,768,1
9834,1000,1
9835,693,1
9836,881,1
9837,193,1
9838,582,1
9839,364,1
9840,582,1
9841,12,1
9842,274,1
9843,72,1
9844,681,1
9845,676,1
9846,679,1
9847,678,1
9848,495,1
9849,491,1
9850,1009,0
9851,182,1
9852,141,1
9853,42,1
9854,77,1
9855,612,1
9856,862,1
9857,370,1
9858,933,1
9859,126,1
9860,669,1
9861,1023,0
9862,531,1
9863,617,1
9864,654,1
9865,840,1
9866,602,1
9867,401,1
9868,18,1
9869,598,1
9870,661,1
9871,113,1
9872,307,1
9873,286,1
9874,1008,0
9875,138,1
9876,322,1
9877,861,1
9878,835,1
9879,306,1
9880,85,1
9881,974,1
9882,676,1
9883,328,1
9884,400,1
9885,253,1
9886,547,1
9887,953,1
9888,1015,0
9889,429,1
9890,990,1
9891,271,1
9892,942,1
9893,338,1
9894,302,1
9895,373,1
9896,681,1
9897,792,1
9898,110,1
9899,6,1
9900,211,1
9901,58,1
9902,788,1
9903,852,1
9904,938,1
9905,977,1
9906,844,1
9907,992,1
9908,941,1
9909,288,1
9910,685,1
9911,295,1
9912,339,1
9913,247,1
9914,716,1
9915,327,1
9916,88,1
9917,31,1
9918,322,1
9919,911,1
9920,369,1
9921,689,1
9922,91,1
9923,697,1
9924,779,1
9925,122,1
9926,212,1
9927,848,1
9928,863,1
9929,251,1
9930,496,1
9931,1021,0
9932,688,1
9933,769,1
9934,174,1
9935,187,1
9936,703,1
9937,337,1
9938,477,1
9939,881,1
9940,751,1
9941,873,1
9942,374,1
9943,311,1
9944,312,1
9945,690,1
9946,488,1
9947,659,1
9948,689,1
9949,691,1
9950,2,1
9951,393,1
9952,355,1
9953,189,1
9954,609,1
9955,569,1
9956,484,1
9957,232,1
9958,998,1
9959,478,1
9960,734,1
9961,974,1
9962,66,1
9963,115,1
9964,683,1
9965,329,1
9966,867,1
9967,433,1
9968,715,1
9969,280,1
9970,471,1
9971,736,1
9972,924,1
9973,327,1
9974,950,1
9975,890,1
9976,690,1
9977,597,1
9978,841,1
9979,722,1
9980,696,1
9981,633,1
9982,707,1
9983,899,1
9984,58,1
9985,817,1
9986,668,1
9987,372,1
9988,804,1
9989,1011,0
9990,464,1
9991,289,1
9992,462,1
9993,591,1
9994,603,1
9995,609,1
9996,494,1
9997,754,1
9998,134,1
9999,910,1
10000,432,1
10001,897,1
10002,324,1
10003,534,1
10004,936,1
10005,661,1
10006,814,1
10007,577,1
10008,786,1
10009,172,1
10010,604,1
10011,802,1
10012,1001,0
10013,632,1
10014,616,1
10015,107,1
10016,91,1
10017,118,1
